	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
Trial1.fna_assembly_LT906445.1_475	Trial1.fna_assembly	LT906445.1	475	559503	560525	1	D										Carboxyltransferase domain, subdomain A and B [PF02626.18]					0
Trial1.fna_assembly_LT906445.1_476	Trial1.fna_assembly	LT906445.1	476	560942	567649	1	D										YadA-like membrane anchor domain [PF03895.18]; Extended Signal Peptide of Type V secretion system [PF13018.9]					0
Trial1.fna_assembly_LT906445.1_477	Trial1.fna_assembly	LT906445.1	477	567905	569314	1	C	K03327	multidrug resistance protein, MATE family								MatE [PF01554.21]; Polysaccharide biosynthesis C-terminal domain [PF14667.9]					0
Trial1.fna_assembly_LT906445.1_478	Trial1.fna_assembly	LT906445.1	478	569626	569769	1	E															0
Trial1.fna_assembly_LT906445.1_479	Trial1.fna_assembly	LT906445.1	479	569986	571023	1	D										OmpA family [PF00691.23]; Outer membrane protein beta-barrel domain [PF13505.9]; YfaZ precursor [PF07437.14]					0
Trial1.fna_assembly_LT906445.1_480	Trial1.fna_assembly	LT906445.1	480	571250	572371	1	D										AI-2E family transporter [PF01594.19]					0
Trial1.fna_assembly_LT906445.1_481	Trial1.fna_assembly	LT906445.1	481	572498	573154	1	E															0
Trial1.fna_assembly_LT906445.1_482	Trial1.fna_assembly	LT906445.1	482	573346	574863	-1	C	K17883	mycothione reductase [EC:1.8.1.15]								Pyridine nucleotide-disulphide oxidoreductase [PF07992.17]; Pyridine nucleotide-disulphide oxidoreductase, dimerisation domain [PF02852.25]; Pyridine nucleotide-disulphide oxidoreductase [PF00070.30]					0
Trial1.fna_assembly_LT906445.1_483	Trial1.fna_assembly	LT906445.1	483	575111	576331	-1	C	K07862	serine/threonine transporter								Sodium:dicarboxylate symporter family [PF00375.21]					0
Trial1.fna_assembly_LT906445.1_484	Trial1.fna_assembly	LT906445.1	484	576692	577438	1	C	K03183	demethylmenaquinone methyltransferase / 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [EC:2.1.1.163 2.1.1.201]								ubiE/COQ5 methyltransferase family [PF01209.21]; Methyltransferase domain [PF13649.9]; Methyltransferase domain [PF08241.15]; Methyltransferase domain [PF13847.9]; Methyltransferase domain [PF13489.9]; Methyltransferase domain [PF08242.15]; Protein-L-isoaspartate(D-aspartate) O-methyltransferase (PCMT) [PF01135.22]; Putative RNA methylase family UPF0020 [PF01170.21]					0
Trial1.fna_assembly_LT906445.1_485	Trial1.fna_assembly	LT906445.1	485	577419	578150	-1	C	K09807	uncharacterized protein								Protein of unknown function (DUF541) [PF04402.17]					0
Trial1.fna_assembly_LT906445.1_486	Trial1.fna_assembly	LT906445.1	486	580916	581206	-1	E															0
Trial1.fna_assembly_LT906445.1_487	Trial1.fna_assembly	LT906445.1	487	581821	582036	1	E															0
Trial1.fna_assembly_LT906445.1_488	Trial1.fna_assembly	LT906445.1	488	582427	582825	-1	E															0
Trial1.fna_assembly_LT906445.1_489	Trial1.fna_assembly	LT906445.1	489	584743	584955	1	E															0
Trial1.fna_assembly_LT906445.1_490	Trial1.fna_assembly	LT906445.1	490	584948	585808	1	D										Polysaccharide deacetylase [PF01522.24]	CE4	CE4 acetyl xylan esterase (EC 3.1.1.72); chitin deacetylase (EC 3.5.1.41); chitooligosaccharide deacetylase (EC 3.5.1.-); peptidoglycan GlcNAc deacetylase (EC 3.5.1.-); peptidoglycan N-acetylmuramic acid deacetylase (EC 3.5.1.-).	2.4.1.-,3.1.1.6,3.1.1.72,3.1.1.-,3.2.1.8,3.2.1.-,3.5.1.104,3.5.1.41,3.5.1.-	CE4.hmm	0
Trial1.fna_assembly_LT906445.1_491	Trial1.fna_assembly	LT906445.1	491	585817	586311	1	C	K03638	molybdopterin adenylyltransferase [EC:2.7.7.75]								Probable molybdopterin binding domain [PF00994.27]					0
Trial1.fna_assembly_LT906445.1_492	Trial1.fna_assembly	LT906445.1	492	586533	586964	1	D										Iron-dependent Transcriptional regulator [PF02082.23]					0
Trial1.fna_assembly_LT906445.1_493	Trial1.fna_assembly	LT906445.1	493	587049	588437	1	C	K00425	cytochrome bd ubiquinol oxidase subunit I [EC:7.1.1.7]								Cytochrome bd terminal oxidase subunit I [PF01654.20]					0
Trial1.fna_assembly_LT906445.1_494	Trial1.fna_assembly	LT906445.1	494	588428	589447	1	C	K00426	cytochrome bd ubiquinol oxidase subunit II [EC:7.1.1.7]								Cytochrome bd terminal oxidase subunit II [PF02322.18]					0
Trial1.fna_assembly_LT906445.1_495	Trial1.fna_assembly	LT906445.1	495	589645	593232	1	C	K16014	ATP-binding cassette, subfamily C, bacterial CydCD								ABC transporter [PF00005.30]; RecF/RecN/SMC N terminal domain [PF02463.22]					0
Trial1.fna_assembly_LT906445.1_496	Trial1.fna_assembly	LT906445.1	496	593195	593338	1	E															0
Trial1.fna_assembly_LT906445.1_497	Trial1.fna_assembly	LT906445.1	497	593347	593508	1	E															0
Trial1.fna_assembly_LT906445.1_498	Trial1.fna_assembly	LT906445.1	498	593505	594674	1	E															0
Trial1.fna_assembly_LT906445.1_499	Trial1.fna_assembly	LT906445.1	499	594804	595388	-1	D										Protein of unknown function (DUF805) [PF05656.17]					0
Trial1.fna_assembly_LT906445.1_500	Trial1.fna_assembly	LT906445.1	500	595410	596243	-1	C	K00868	pyridoxine kinase [EC:2.7.1.35]								Phosphomethylpyrimidine kinase [PF08543.15]; pfkB family carbohydrate kinase [PF00294.27]					0
Trial1.fna_assembly_LT906445.1_501	Trial1.fna_assembly	LT906445.1	501	596379	597311	1	C	K15581	oligopeptide transport system permease protein								Binding-prot-dependent transport system membrane comp, N-term [PF19300.2]; Binding-protein-dependent transport system inner membrane component [PF00528.25]					0
Trial1.fna_assembly_LT906445.1_502	Trial1.fna_assembly	LT906445.1	502	597304	598203	1	C	K15582	oligopeptide transport system permease protein								N-terminal TM domain of oligopeptide transport permease C [PF12911.10]					0
Trial1.fna_assembly_LT906445.1_503	Trial1.fna_assembly	LT906445.1	503	598203	599183	1	C	K02031	peptide/nickel transport system ATP-binding protein								ABC transporter [PF00005.30]; Oligopeptide/dipeptide transporter, C-terminal region [PF08352.15]					0
Trial1.fna_assembly_LT906445.1_504	Trial1.fna_assembly	LT906445.1	504	599183	600130	1	C	K02032	peptide/nickel transport system ATP-binding protein								ABC transporter [PF00005.30]; Oligopeptide/dipeptide transporter, C-terminal region [PF08352.15]					0
Trial1.fna_assembly_LT906445.1_505	Trial1.fna_assembly	LT906445.1	505	600143	600961	1	C	K17836	beta-lactamase class A [EC:3.5.2.6]	MER0983097	S11	MER0983097 - family S11 unassigned peptidases (Veillonella sp. 3_1_44) [S11.UPW]#S11#{peptidase unit: 31-177}~source D6KM15~	False	0.937	291.0	2.973e-87	Beta-lactamase enzyme family [PF13354.9]					0
Trial1.fna_assembly_LT906445.1_506	Trial1.fna_assembly	LT906445.1	506	600958	602559	1	C	K15580	oligopeptide transport system substrate-binding protein								Bacterial extracellular solute-binding proteins, family 5 Middle [PF00496.25]					0
Trial1.fna_assembly_LT906445.1_507	Trial1.fna_assembly	LT906445.1	507	602681	603619	1	C	K01297	muramoyltetrapeptide carboxypeptidase [EC:3.4.17.13]	MER0129915	S66	MER0129915 - murein tetrapeptidase LD-carboxypeptidase ({Pseudomonas}-type) (Veillonella parvula) [S66.001]#S66#{peptidase unit: 4-295}~source GEBA2500349191~	True	0.984	608.0	2.662e-196	LD-carboxypeptidase C-terminal domain [PF17676.4]; LD-carboxypeptidase N-terminal domain [PF02016.18]					0
Trial1.fna_assembly_LT906445.1_508	Trial1.fna_assembly	LT906445.1	508	603778	604923	1	D			MER0474480	M20D	MER0474480 - family M20D unassigned peptidases (Veillonella sp. 6_1_27) [M20.UPD]#M20D#{peptidase unit: 24-373}~source ZP_06758546~	True	0.909	666.0	4.992999999999998e-215	Peptidase dimerisation domain [PF07687.17]					0
Trial1.fna_assembly_LT906445.1_509	Trial1.fna_assembly	LT906445.1	509	604977	606584	1	D										ABC transporter [PF00005.30]; ABC transporter [PF12848.10]					0
Trial1.fna_assembly_LT906445.1_510	Trial1.fna_assembly	LT906445.1	510	606593	607162	1	C	K01495	GTP cyclohydrolase IA [EC:3.5.4.16]								GTP cyclohydrolase I [PF01227.25]					0
Trial1.fna_assembly_LT906445.1_511	Trial1.fna_assembly	LT906445.1	511	607155	607988	1	C	K00796	dihydropteroate synthase [EC:2.5.1.15]								Pterin binding enzyme [PF00809.25]					0
Trial1.fna_assembly_LT906445.1_512	Trial1.fna_assembly	LT906445.1	512	607988	608350	1	C	K01633	7,8-dihydroneopterin aldolase/epimerase/oxygenase [EC:4.1.2.25 5.1.99.8 1.13.11.81]								Dihydroneopterin aldolase [PF02152.21]					0
Trial1.fna_assembly_LT906445.1_513	Trial1.fna_assembly	LT906445.1	513	608350	608820	1	C	K00950	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase [EC:2.7.6.3]								7,8-dihydro-6-hydroxymethylpterin-pyrophosphokinase (HPPK) [PF01288.23]					0
Trial1.fna_assembly_LT906445.1_514	Trial1.fna_assembly	LT906445.1	514	608922	609737	1	E															0
Trial1.fna_assembly_LT906445.1_515	Trial1.fna_assembly	LT906445.1	515	609832	610779	1	D										lactate/malate dehydrogenase, NAD binding domain [PF00056.26]; lactate/malate dehydrogenase, alpha/beta C-terminal domain [PF02866.21]					0
Trial1.fna_assembly_LT906445.1_516	Trial1.fna_assembly	LT906445.1	516	610972	611289	1	C	K13052	cell division protein DivIC								Septum formation initiator [PF04977.18]					0
Trial1.fna_assembly_LT906445.1_517	Trial1.fna_assembly	LT906445.1	517	611360	611761	1	C	K07571	S1 RNA binding domain protein								S1 RNA binding domain [PF00575.26]					0
Trial1.fna_assembly_LT906445.1_518	Trial1.fna_assembly	LT906445.1	518	611859	612755	1	C	K01524	exopolyphosphatase / guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase [EC:3.6.1.11 3.6.1.40]								Ppx/GppA phosphatase family [PF02541.19]					0
Trial1.fna_assembly_LT906445.1_519	Trial1.fna_assembly	LT906445.1	519	612724	613722	1	C	K04075	tRNA(Ile)-lysidine synthase [EC:6.3.4.19]								PP-loop family [PF01171.23]; Phosphoadenosine phosphosulfate reductase family [PF01507.22]					0
Trial1.fna_assembly_LT906445.1_520	Trial1.fna_assembly	LT906445.1	520	613746	614291	1	C	K00760	hypoxanthine phosphoribosyltransferase [EC:2.4.2.8]								Phosphoribosyl transferase domain [PF00156.30]; Phosphoribosyl synthetase-associated domain [PF14572.9]					0
Trial1.fna_assembly_LT906445.1_521	Trial1.fna_assembly	LT906445.1	521	614380	616308	1	C	K03798	cell division protease FtsH [EC:3.4.24.-]	MER0129913	M41	MER0129913 - FtsH peptidase ({Thermotoga}-type) (Veillonella parvula) [M41.021]#M41#{peptidase unit: 364-611}~source GEBA2500349177~	True	0.932	486.0	2.723e-148	Peptidase family M41 [PF01434.21]; ATPase family associated with various cellular activities (AAA) [PF00004.32]; Holliday junction DNA helicase RuvB P-loop domain [PF05496.15]; AAA+ lid domain [PF17862.4]; AAA domain (dynein-related subfamily) [PF07728.17]; FtsH Extracellular [PF06480.18]; TIP49 P-loop domain [PF06068.16]; AAA domain (Cdc48 subfamily) [PF07724.17]; Magnesium chelatase, subunit ChlI [PF01078.24]; Bacterial dnaA  protein [PF00308.21]					0
Trial1.fna_assembly_LT906445.1_522	Trial1.fna_assembly	LT906445.1	522	616362	617705	-1	D										Putative threonine/serine exporter [PF06738.15]; Threonine/Serine exporter, ThrE [PF12821.10]					0
Trial1.fna_assembly_LT906445.1_523	Trial1.fna_assembly	LT906445.1	523	617877	618851	1	C	K03524	BirA family transcriptional regulator, biotin operon repressor / biotin---[acetyl-CoA-carboxylase] ligase [EC:6.3.4.15]								Biotin/lipoate A/B protein ligase family [PF03099.22]; Biotin protein ligase C terminal domain [PF02237.20]; Biotin/lipoate A/B protein ligase family [PF16917.8]; HTH domain [PF08279.15]					0
Trial1.fna_assembly_LT906445.1_524	Trial1.fna_assembly	LT906445.1	524	618861	619628	1	C	K03525	type III pantothenate kinase [EC:2.7.1.33]								Type III pantothenate kinase [PF03309.17]					0
Trial1.fna_assembly_LT906445.1_525	Trial1.fna_assembly	LT906445.1	525	619723	620709	1	C	K05540	tRNA-dihydrouridine synthase B [EC:1.-.-.-]								Dihydrouridine synthase (Dus) [PF01207.20]; Dihydroorotate dehydrogenase [PF01180.24]; NADH:flavin oxidoreductase / NADH oxidase family [PF00724.23]; Indole-3-glycerol phosphate synthase [PF00218.24]					0
Trial1.fna_assembly_LT906445.1_526	Trial1.fna_assembly	LT906445.1	526	620833	621306	1	C	K03624	transcription elongation factor GreA								Transcription elongation factor, GreA/GreB, C-term [PF01272.22]; Transcription elongation factor, N-terminal [PF03449.18]					0
Trial1.fna_assembly_LT906445.1_527	Trial1.fna_assembly	LT906445.1	527	621336	622856	1	C	K04567	lysyl-tRNA synthetase, class II [EC:6.1.1.6]								tRNA synthetases class II (D, K and N) [PF00152.23]; OB-fold nucleic acid binding domain [PF01336.28]					0
Trial1.fna_assembly_LT906445.1_528	Trial1.fna_assembly	LT906445.1	528	623445	624788	1	C	K06901	adenine/guanine/hypoxanthine permease								Permease family [PF00860.23]					0
Trial1.fna_assembly_LT906445.1_529	Trial1.fna_assembly	LT906445.1	529	624890	626170	1	C	K01487	guanine deaminase [EC:3.5.4.3]	MER0129912	M38	MER0129912 - guanine deaminase (Veillonella parvula) [M38.981]#M38#{peptidase unit: 59-382}~source GEBA2500349168~	True	0.99	679.0	1.188e-218	Amidohydrolase family [PF01979.23]					0
Trial1.fna_assembly_LT906445.1_530	Trial1.fna_assembly	LT906445.1	530	626413	627366	1	D										Cation efflux family [PF01545.24]					0
Trial1.fna_assembly_LT906445.1_531	Trial1.fna_assembly	LT906445.1	531	627492	628772	1	C	K01875	seryl-tRNA synthetase [EC:6.1.1.11]								tRNA synthetase class II core domain (G, H, P, S and T) [PF00587.28]; Seryl-tRNA synthetase N-terminal domain [PF02403.25]					0
Trial1.fna_assembly_LT906445.1_532	Trial1.fna_assembly	LT906445.1	532	628786	629430	1	C	K00616	transaldolase [EC:2.2.1.2]								Transaldolase/Fructose-6-phosphate aldolase [PF00923.22]					0
Trial1.fna_assembly_LT906445.1_533	Trial1.fna_assembly	LT906445.1	533	629490	630452	1	C	K02446	fructose-1,6-bisphosphatase II [EC:3.1.3.11]								Bacterial fructose-1,6-bisphosphatase, glpX-encoded [PF03320.16]					0
Trial1.fna_assembly_LT906445.1_534	Trial1.fna_assembly	LT906445.1	534	630654	631919	1	C	K00790	UDP-N-acetylglucosamine 1-carboxyvinyltransferase [EC:2.5.1.7]								EPSP synthase (3-phosphoshikimate 1-carboxyvinyltransferase) [PF00275.23]					0
Trial1.fna_assembly_LT906445.1_535	Trial1.fna_assembly	LT906445.1	535	631891	633285	1	C	K03569	rod shape-determining protein MreB and related proteins								MreB/Mbl protein [PF06723.16]; Hsp70 protein [PF00012.23]; Actin [PF00022.22]; Cell division protein FtsA [PF14450.9]					0
Trial1.fna_assembly_LT906445.1_536	Trial1.fna_assembly	LT906445.1	536	633513	634853	1	D										Phosphodiester glycosidase [PF09992.12]					0
Trial1.fna_assembly_LT906445.1_537	Trial1.fna_assembly	LT906445.1	537	634942	635226	1	E															0
Trial1.fna_assembly_LT906445.1_538	Trial1.fna_assembly	LT906445.1	538	635239	637221	1	D			MER0316252	S55	MER0316252 - hypothetical protein Acid345_3562 (Veillonella sp) [S55.UNW]#S55#{peptidase unit: 48-131}~source ZP_08707431~	False	0.77	134.0	1.5910000000000002e-30	SpoIVB peptidase S55 [PF05580.15]					0
Trial1.fna_assembly_LT906445.1_539	Trial1.fna_assembly	LT906445.1	539	637252	638013	1	C	K02066	phospholipid/cholesterol/gamma-HCH transport system permease protein								Permease MlaE [PF02405.19]					0
Trial1.fna_assembly_LT906445.1_540	Trial1.fna_assembly	LT906445.1	540	638035	638793	1	C	K02065	phospholipid/cholesterol/gamma-HCH transport system ATP-binding protein								ABC transporter [PF00005.30]					0
Trial1.fna_assembly_LT906445.1_541	Trial1.fna_assembly	LT906445.1	541	638793	640052	1	C	K02067	phospholipid/cholesterol/gamma-HCH transport system substrate-binding protein								MlaD protein [PF02470.23]					0
Trial1.fna_assembly_LT906445.1_542	Trial1.fna_assembly	LT906445.1	542	640095	641555	1	C	K12340	outer membrane protein								Outer membrane efflux protein [PF02321.21]					0
Trial1.fna_assembly_LT906445.1_543	Trial1.fna_assembly	LT906445.1	543	641734	646023	1	C	K09800	translocation and assembly module TamB								TamB, inner membrane protein subunit of TAM complex [PF04357.16]; AsmA-like C-terminal region [PF13502.9]					0
Trial1.fna_assembly_LT906445.1_544	Trial1.fna_assembly	LT906445.1	544	646200	648368	1	C	K07277	outer membrane protein insertion porin family								Omp85 superfamily domain [PF01103.26]; OMP85 superfamily [PF19143.3]; Surface antigen variable number repeat [PF07244.18]; Haemolysin secretion/activation protein ShlB/FhaC/HecB [PF03865.16]; POTRA domain, ShlB-type [PF08479.14]					0
Trial1.fna_assembly_LT906445.1_545	Trial1.fna_assembly	LT906445.1	545	648475	648963	1	C	K06142	outer membrane protein								Outer membrane protein (OmpH-like) [PF03938.17]					0
Trial1.fna_assembly_LT906445.1_546	Trial1.fna_assembly	LT906445.1	546	648993	649964	1	C	K06142	outer membrane protein													0
Trial1.fna_assembly_LT906445.1_547	Trial1.fna_assembly	LT906445.1	547	649976	650503	1	C	K06142	outer membrane protein													0
Trial1.fna_assembly_LT906445.1_548	Trial1.fna_assembly	LT906445.1	548	650534	651565	1	C	K02536	UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase [EC:2.3.1.191]								UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase, LpxD [PF04613.17]; Hexapeptide repeat of succinyl-transferase [PF14602.9]					0
Trial1.fna_assembly_LT906445.1_549	Trial1.fna_assembly	LT906445.1	549	651572	652474	1	C	K02517	Kdo2-lipid IVA lauroyltransferase/acyltransferase [EC:2.3.1.241 2.3.1.-]								Bacterial lipid A biosynthesis acyltransferase [PF03279.16]					0
Trial1.fna_assembly_LT906445.1_550	Trial1.fna_assembly	LT906445.1	550	652738	653577	1	C	K02535	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase [EC:3.5.1.108]								UDP-3-O-acyl N-acetylglycosamine deacetylase [PF03331.16]	CE11	CE11 UDP-3-0-acyl N-acetylglucosamine deacetylase (EC 3.5.1.108).	3.5.1.108	CE11.hmm	0
Trial1.fna_assembly_LT906445.1_551	Trial1.fna_assembly	LT906445.1	551	653574	653999	1	C	K02372	3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:4.2.1.59]								FabA-like domain [PF07977.16]					0
Trial1.fna_assembly_LT906445.1_552	Trial1.fna_assembly	LT906445.1	552	654020	654832	1	C	K00677	UDP-N-acetylglucosamine acyltransferase [EC:2.3.1.129]								Udp N-acetylglucosamine O-acyltransferase; Domain 2 [PF13720.9]; Hexapeptide repeat of succinyl-transferase [PF14602.9]					0
Trial1.fna_assembly_LT906445.1_553	Trial1.fna_assembly	LT906445.1	553	654851	654994	1	E															0
Trial1.fna_assembly_LT906445.1_554	Trial1.fna_assembly	LT906445.1	554	655154	655990	1	C	K09949	UDP-2,3-diacylglucosamine hydrolase [EC:3.6.1.54]								LpxI C-terminal domain [PF06230.14]; LpxI N-terminal domain [PF17930.4]					0
Trial1.fna_assembly_LT906445.1_555	Trial1.fna_assembly	LT906445.1	555	655990	657132	1	C	K00748	lipid-A-disaccharide synthase [EC:2.4.1.182]								Lipid-A-disaccharide synthetase [PF02684.18]	GT19	GT19 lipid-A-disaccharide synthase (EC 2.4.1.182).	2.4.1.182	GT19.hmm	0
Trial1.fna_assembly_LT906445.1_556	Trial1.fna_assembly	LT906445.1	556	657125	658855	1	C	K11085	ATP-binding cassette, subfamily B, bacterial MsbA [EC:7.5.2.6]								ABC transporter [PF00005.30]; ABC transporter transmembrane region [PF00664.26]; RecF/RecN/SMC N terminal domain [PF02463.22]					0
Trial1.fna_assembly_LT906445.1_557	Trial1.fna_assembly	LT906445.1	557	658858	660162	1	C	K02527	3-deoxy-D-manno-octulosonic-acid transferase [EC:2.4.99.12 2.4.99.13 2.4.99.14 2.4.99.15]								3-Deoxy-D-manno-octulosonic-acid transferase (kdotransferase) [PF04413.19]	GT30	GT30 CMP-beta-KDO: alpha-3-deoxy-D-manno-octulosonic-acid (KDO) transferase (EC 2.4.99.-).	2.4.99.-	GT30.hmm	0
